text1,text2,label
"BackgroundChemokines play a vital role in tumor progression, metastasis and prognosis; however, the profile and clinical significance of gamma interferon-inducible protein-10 (IP-10) and its receptor (CXCR3) in patients with hepatocellular carcinoma (HCC) have not been well evaluated.MethodsLiquid-phase chip technology was used to detect the serum IP-10 in 85 patients with HBV-related HCC, 50 patients with chronic hepatitis B (CHB) and 50 liver cirrhosis subjects (CS); simultaneously, the CXCR3 and Alpha fetoprotein (AFP) were determined. Additionally, their mRNA or protein expression levels in peripheral blood mononuclear cells (PBMC), liver tumor and paracancerous tissues were quantified using qRT-PCR or ELISA. Moreover, the IP-10 and CXCR3 expression was verified by the online data from Gene Expression Omnibus. Furthermore, the relationships of serum IP-10, CXCR3 and AFP levels with their overall survival rate were also analyzed.ResultsThe levels of IP-10 and CXCR3 in HCC group were significantly higher than those in CHB and CS groups, and their mRNA of PBMC is significantly positive correlation with those in their liver tissues or HBV DNA load (P < 0.0001), respectively. The serum IP-10 and CXCR3 in HCC were significantly correlated with tumor differentiation, metastases staging and distant metastasis (P < 0.05), but not related to gender, age and tumor size (P > 0.05, except IP-10 based on age).ConclusionsThe serum IP-10 (142.6 pg/mL) and CXCR3 (241.2 pg/mL) could be differential diagnostic surrogates that distinguish HCC from CS, and the lower IP-10 level may be conducive to the postoperative survival of HCC patients. Moreover, the IP-10 and CXCR3 would be related to anti-tumor immunity in HCC patients and be a potential target for treatment of HCC.Supplementary InformationThe online version contains supplementary material available at 10.1007/s00432-023-05265-1.","AbstractBackgroundThis study validates MRI-based tumor habitats in predicting time-to-progression (TTP), overall survival (OS), and progression sites in isocitrate dehydrogenase (IDH)-wildtype glioblastoma patients.MethodsSeventy-nine patients were prospectively enrolled between January 2020 and June 2022. MRI, including diffusion-weighted and dynamic susceptibility contrast imaging, were obtained immediately postoperation and at three serial timepoints. Voxels from cerebral blood volume and apparent diffusion coefficient maps were grouped into three habitats (hypervascular cellular, hypovascular cellular, and nonviable tissue) using k-means clustering. Predefined cutoffs for increases in hypervascular and hypovascular cellular habitat were applied to calculate the habitat risk score. Associations between spatiotemporal habitats, habitat risk score, TTP, and OS were investigated using Cox proportional hazards modeling. Habitat risk score was compared to tumor volume using time-dependent receiver operating characteristics analysis. Progression sites were matched with spatial habitats.ResultsIncreases in hypervascular and hypovascular cellular habitats and habitat risk scores were associated with shorter TTP and OS (all P < .05). Hypovascular cellular habitat and habitat risk scores 1 and 2 independently predicted TTP (hazard ratio [HR], 4.14; P = .03, HR, 4.51; P = .001 and HR, 10.02; P < .001, respectively). Hypovascular cellular habitat and habitat risk score 2 independently predicted OS (HR, 4.01, P = .003; and HR, 3.27, P < .001, respectively). Habitat risk score outperformed tumor volume in predicting TTP (12-month AUC, 0.762 vs. 0.646, P = .048). Hypovascular cellular habitat predicted progression sites (mean Dice index: 0.31).ConclusionsMultiparametric physiologic MRI-based spatiotemporal tumor habitats and habitat risk scores are useful biomarkers for early tumor progression and outcomes in IDH-wildtype glioblastoma patients.",0
"AbstractGlioblastoma (GBM) is an incurable brain cancer, where dismal outcomes result from disease recurrence driven by tumour-initiating glioma stem cells (GSCs). GSCs survive and expand in the brain after surgery, radiation and temozolomide (TMZ) amidst weak immune and natural killer (NK) cell surveillance. Efficient NK cell-mediated killing of GBM cells occurs at high effector to target ratios precluding effective eradication of large tumour remnants, as enforced by clinical trials with autologous NK cells in an adjuvant setting. Here we explore in a human GSC xenograft model whether tumor depopulation using high dose Temozolomide (TMZ) could create a window of curative opportunity for endogenous or exogenous NK cells. We observed that while subcutaneous (sc) xenografts of patient derived GSCs are infiltrated by endogenous functional (NCR1+) NK cells in SCID mice, the corresponding intracranial (ic) tumours remained NK cell depleted. Notably, while TMZ caused near complete regression of intracranial GSC xenografts this was followed by inevitable recurrence of drug-resistant lesions. To explore whether direct delivery of NK cells into depopulated intracranial tumours would change the lethal course of the disease, mice were injected with GSCs intracranially, and upon tumour formation were treated with a sequence of TMZ (systemically), at 2, 7, 14, and 21 days later with irradiated NK92MI cells. Remarkably, this combined therapy completely obliterated recurrent disease at 2 and 7 days but not beyond 14 days. To assess whether NK92MI cells could be replaced by their derived extracellular vesicles (NK-EVs), the latter were injected i.c. post TMZ in GSC xenograft bearing mice. A single injection of NK-EVs resulted in tumour eradication in some but not all mice. Thus, chemotherapy-dependent tumour depopulation may create a unique window of opportunity for curative NK-mediated immunotherapy in GBM.","IntroductionCharacterized by vast heterogeneity, gastric cancer (GC) is one of the leading causes of cancer-related deaths. A specific prognostic model is necessary for the improvement of clinical treatment strategies. Hypoxia is a common feature in the tumor microenvironment that promotes tumor progression. However, the current evaluation of the hypoxic tumor immune microenvironment in GC is still inadequate.Material and methodsWith sequence data and single nucleotide variants data obtained from The Cancer Genome Atlas-STAD dataset as well as hypoxia- and immune-related genes acquired from MsigDB and ImmPort, a hypoxia-immune-based gene signature of stomach adenocarcinoma (STAD) was built by Cox regression analysis. The risk score could be used as an independent prognostic factor.ResultsThe receiver operating characteristic curve and survival curve showed the accuracy of the model. Pearson correlation analysis showed that DUSP1, one of the hypoxia- and immune-related feature genes, was positively correlated with immune cell scores and immune-related function scores. In addition, low-risk group peers were found to be in higher immune infiltration status and had a higher immunophenoscore as demonstrated by single-sample Gene Set Enrichment Analysis (GSEA), indicating a better response to immune checkpoint inhibitor (ICI) treatment among the low-risk group. q-PCR results showed that DUSP1, IGFBP1, CGB5, GPC3 and EGF were significantly highly expressed in STAD cells, while FAM3D and FGF8 were significantly down-regulated.ConclusionsOverall, our study not only paves the way for future studies focusing on hypoxia and the immune microenvironment but also improves STAD patients’ prognosis and their response to immunotherapy.",0
"PurposeThe incidence and mortality of lung cancer are continuously rising in recent years. Mitochondrial energy metabolism malfunction is found to be crucial in cancer proliferation and bioenergetic reprogramming, especially for lung cancer. In this study, we attempted to use mitochondrial-targeted drug therapy to change the energy metabolism pattern of cancer cells to inhibit the development of lung cancer, and investigated its mechanism of action and key targets through multi-omics studies.MethodsIn this study, we established the in vivo tumor mouse mode, treated mice with multiple mitochondrial-targeted drug combinations and DDP, severally. Then, we investigated the differences between the 7-drug group with the control group and the DDP treatment group by transcriptomics, proteomics and metabolomics to find the therapeutic targets.ResultsWe found that mitochondria-targeting drug cocktail therapy, especially the 7-drug regimen, effectively improved mitochondrial metabolism, changed energy supply patterns in lung cancer cells, significantly increased NK cells in tumor tissues, and decreased tumor markers in plasma. Multi-omics analysis informed that the combination of 7-drug could up-regulate mitochondrial oxidative phosphorylation, ATP synthesis and autophagy related genes, and down-regulate proliferation and immune-related genes compared with the control group. By further mapping the protein interaction network, we identified a key target for 7-drug therapy to reverse tumor metabolic reprogramming and validated it in metabolomics.ConclusionsMitochondrial-targeted drug cocktail therapy can effectively inhibit the occurrence and development of tumors, through the reprogramming of energy metabolism and the increase in immune cells in tumor tissues. Thus, we provide a novel approach for the treatment of lung cancer and present evidence-based clues for the combined use of targeted mitochondrial drugs.Supplementary InformationThe online version contains supplementary material available at 10.1007/s00432-023-05376-9.","Background.There is evidence suggesting that COVID-19 vaccination may be associated with small, transitory effects on uterine bleeding, possibly including menstrual timing, flow, and duration, in some individuals. However, changes in health care seeking, diagnosis, and workup for abnormal uterine bleeding in the COVID-19 vaccine era are less clear.Objectives.To assess the impact of COVID-19 vaccination on incident abnormal uterine bleeding diagnosis and diagnostic evaluation in a large integrated health system.Study Design.Using segmented regression, we assessed whether the availability of COVID-19 vaccines was associated with changes in monthly, population-based rates of incident abnormal uterine bleeding diagnoses compared to the pre-pandemic period in health system members ages 16–44 years who were not menopausal. We also compared clinical and demographic characteristics of patients diagnosed with incident abnormal uterine bleeding between December 2020 through October 13, 2021 by vaccination status (never vaccinated, vaccinated in the 60 days prior to diagnosis, vaccinated more than 60 days prior to diagnosis) and conducted detailed chart review of patients diagnosed with abnormal uterine bleeding within 1–60 days of COVID-19 vaccination in the same time period.Results.In monthly populations ranging from 79,000 to 85,000 female health system members, incidence of abnormal uterine bleeding diagnosis per 100,000 person-days ranged from 8.97 to 19.19. There was no significant change in the level or trend in the incidence of abnormal uterine bleeding diagnoses between the pre-pandemic (January 2019-January 2020) and post-COVID-19 vaccine (December 2020-December 2021) periods. A comparison of clinical characteristics of 2,717 abnormal uterine bleeding cases by vaccination status suggested that abnormal bleeding among recently vaccinated patients was similar or less severe than abnormal bleeding among patients who had never been vaccinated patients or those vaccinated more than 60 days prior. There were also significant differences in age and race of patients with incident abnormal uterine bleeding diagnoses by vaccination status: never vaccinated patients were the youngest and those vaccinated more than 60 days prior were the oldest; the proportion of patients who were Black/African American was highest among never vaccinated patients, and the proportion of Asian patients was higher among vaccinated patients. Chart review of 114 confirmed post-vaccination abnormal uterine bleeding cases diagnosed from December 2020 through October 13, 2021 found that the most common symptoms reported were changes in timing, duration, and volume of bleeding. Approximately one-third of cases received no diagnostic workup; 57% had no etiology for the bleeding documented in the electronic health record. In 12% of cases, the patient mentioned or asked about a possible link between their bleeding and their recent COVID-19 vaccine.Conclusions.The availability of COVID-19 vaccination was not associated with a change in incidence of medically attended abnormal uterine bleeding in our population of over 79,000 female patients of reproductive age. Additionally, among 2,717 patients with abnormal uterine bleeding diagnoses in the period following COVID-19 vaccine availability, receipt of the vaccine was not associated with greater bleeding severity.",0
"BackgroundLung adenocarcinoma (LUAD) seriously threatens people’s health worldwide. Programmed cell death (PCD) plays a critical role in regulating LUAD growth and metastasis as well as in therapeutic response. However, currently, there is a lack of integrative analysis of PCD-related signatures of LUAD for accurate prediction of prognosis and therapeutic response.MethodsThe bulk transcriptome and clinical information of LUAD were obtained from TCGA and GEO databases. A total of 1382 genes involved in regulating 13 various PCD patterns (apoptosis, necroptosis, pyroptosis, ferroptosis, cuproptosis, netotic cell death, entotic cell death, lysosome-dependent cell death, parthanatos, autophagy-dependent cell death, oxeiptosis, alkaliptosis and disulfidptosis) were included in the study. Weighted gene co-expression network analysis (WGCNA) and differential expression analysis were performed to identify PCD-associated differential expression genes (DEGs). An unsupervised consensus clustering algorithm was used to explore the potential subtypes of LUAD based on the expression profiles of PCD-associated DEGs. Univariate Cox regression analysis, Least Absolute Shrinkage and Selection Operator (LASSO) regression, Random Forest (RF) analysis and stepwise multivariate Cox analysis were performed to construct a prognostic gene signature. The “oncoPredict” algorithm was utilized for drug-sensitive analysis. GSVA and GSEA were utilized to perform function enrichment analysis. MCPcounter, quanTIseq, Xcell and ssGSEA algorithms were used for tumor immune microenvironment analysis. A nomogram incorporating PCDI and clinicopathological characteristics was established to predict the prognosis of LUAD patients.ResultsForty PCD-associated DEGs related to LUAD were obtained by WGCNA analysis and differential expression analysis, followed by unsupervised clustering to identify two LUAD molecular subtypes. A programmed cell death index (PCDI) with a five-gene signature was established by machine learning algorithms. LUAD patients were then divided into a high PCDI group and a low PCDI group using the median PCDI as a cutoff. Survival and therapeutic analysis revealed that the high PCDI group had a poor prognosis and was more sensitive to targeted drugs but less sensitive to immunotherapy compared to the low PCDI group. Further enrichment analysis showed that B cell-related pathways were significantly downregulated in the high PCDI group. Accordingly, the decreased tumor immune cell infiltration and the lower tumor tertiary lymphoid structure (TLS) scores were also found in the high PCDI group. Finally, a nomogram with reliable predictive performance PCDI was constructed by incorporating PCDI and clinicopathological characteristics, and a user-friendly online website was established for clinical reference ( performed the first comprehensive analysis of the clinical relevance of genes regulating 13 PCD patterns in LUAD and identified two LUAD molecular subtypes with distinct PCD-related gene signature which indicated differential prognosis and treatment sensitivity. Our study provided a new index to predict the efficacy of therapeutic interventions and the prognosis of LUAD patients for guiding personalized treatments.Supplementary InformationThe online version contains supplementary material available at 10.1007/s00432-023-05000-w.","PurposeTo investigate oncological outcomes and patterns of recurrence of patients undergoing adjuvant “sandwich” chemo-radio-chemotherapy for locally advanced endometrial cancer.MethodsThis is a multi-institutional retrospective study evaluating chart of consecutive patients undergoing chemo-radio-chemotherapy for FIGO stage III–IVA endometrial caner.ResultsThe study population included 45 patients who had adjuvant sandwich regimen. Median age of the study population was 66 years. The majority of patients were diagnosed with endometrioid histology and with stage III disease. After a median follow-up of 35 months, 15 patients developed recurrent disease. Three-year disease-free and overall survivals was 45% and 81%, respectively. Three-years site-specific disease-free survival was 85%, 92% and 48% for local, loco-regional, and distant recurrence, respectively. All patients included in the study had nodal dissection. Nodal assessment included: sentinel node mapping, sentinel node mapping plus backup lymphadenectomy and lymphadenectomy in 15, 6 and 24 patients, respectively. The latter group included four patients detected by suspected enlarged nodes, intraoperatively. Even after the exclusion of patients with enlarged nodes, the type of nodal assessment did not impact on survival outcomes (p > 0.2). Positive peritoneal cytology was the only factor associated with an increased risk of developing (any site) recurrence and distant-specific recurrence, independently. No factor predicted for overall survival.ConclusionAdjuvant “sandwich” chemo-radio-chemotherapy for locally advanced endometrial cancer guarantee promising local and loco-regional controls, but distant failure rate is high, thus suggesting the need for applying other systemic treatment strategies for these patients.Electronic supplementary materialThe online version of this article (10.1007/s00432-020-03339-y) contains supplementary material, which is available to authorized users.",0
"Immune checkpoints including PD-1 and CTLA-4 help to regulate the intensity and timeframe of the immune response. Since they become upregulated in cancer and prevent sufficient antitumor immunity, monoclonal antibodies against these checkpoints have shown clinical promise for a range of cancers. Multimodal treatment plans combining immune checkpoint inhibitors with other therapies, including photodynamic therapy (PDT), may help to expand treatment efficacy and minimize side effects. PDT’s cytotoxic effects are spatially limited by the light activation process, constraining PDT direct effects to the treatment field. The production of damage-associated molecular patterns and tumor-associated antigens from PDT can encourage accumulation and maturation of antigen-presenting cells and reprogram the tumor microenvironment to be more susceptible to therapies targeting immune checkpoints.","BackgroundIn Lung Adenocarcinoma (LUAD), Qi-deficiency and Phlegm-turbid stagnation (QP) are the most prevalent Traditional Chinese Medicine (TCM) syndrome.MethodsHerein, we collected 90 fecal samples (Healthy individual (H): 30; other syndrome (O): 30; QP: 30) and explored the composition and diversity of gut microbiota in LUAD patients with QP syndrome using 16s-rRNA sequencing. Then, we identified biomarkers for QP syndrome in LUAD patients with Linear Discriminant Analysis (LDA) effect size (LEfSe) and applied logistic regression analysis to construct a diagnostic model evaluated with the area under the receiver operating characteristic curve (AUC) and validated with data from metagenomics.ResultsThe α diversity and β diversity revealed that the microbiota community structure in LUAD patients with QP syndrome was different from that with healthy individuals and LUAD patients with other syndromes. At the phylum level, the QP group had more abundance of Bacteroidetes and less Proteobacteria than the O group. At the genus level, the abundance of 4 genera (Bacteroides, Parabacteroides, Prevotella, and Flavonifractor) was different between the QP group and O group. Moreover, LEfSe indicated that those 4 genera might be the biomarkers for LUAD patients with QP syndrome. Then, we used those 4 genera to develop a diagnostic model. The AUC based on 16s-rRNA sequencing and metagenomics was 0.989 and 1, respectively.ConclusionA diagnostic model was developed, which would be an available tool for the clinical diagnosis of LUAD with QP syndrome.",0
"BackgroundAdditional prognostic factors and personalized therapeutic alternatives for vulvar squamous cell carcinoma (VSCC), especially for advanced stages with poor prognosis, are urgently needed.ObjectivesTo review and assess literature regarding underlying molecular mechanisms of VSCC target therapeutic and prognostic approaches.MethodsWe performed a narrative literature review from the inception of the database up to January 2020 limited to English language, organizing knowledge in five main fields: extracellular and intracellular cell cycle deregulation, tumor immune microenvironment, tumor angiogenesis and hormones.ResultsEGFR immunohistochemical overexpression/gene amplification, representing early events in VSCC carcinogenesis, have been correlated with a worse prognosis and led to inclusion of erlotinib in cancer guidelines. p16 expression and HPV positivity are linked to a better prognosis, while p53 overexpression is linked to a worse prognosis; thus, biomarkers could help tailoring conventional treatment and follow-up. The implications of PD-L1 positivity in reference to HPV status and prognosis are still not clear, even though pembrolizumab is part of available systemic therapies. The role of tumor angiogenesis emerges through data on microvessel density, immunohistochemical VEGF staining and evaluation of serum VEGF concentrations. Few data exist on hormonal receptor expression, even though hormonal therapy showed great manageability.ConclusionsWe suggest adding p16, p53 and HPV status to routine hystopathological examination of vulvar biopsies or surgical specimens. Predictive biomarkers for anti-EGFR and anti-PD-1/PD-L1 drugs are needed. Enough preclinical data supporting anti-angiogenic target therapies in clinical trials are existing. Hormonal receptor expression deserves further investigation.","PurposePostmastectomy radiotherapy (PMRT) in patients with T1–2N1 breast cancer is still controversial. This study was to evaluate the survival prognosis of T1-2N1 patients with or without PMRT.Patients and methodsFrom January 2006 to May 2017, 2606 female breast cancer patients underwent mastectomy in our medical center, among whom 402 patients of T1-2N1 stage with or without PMRT were finally analyzed. The median follow-up duration was 59.5 months. The primary endpoint was overall survival (OS). The secondary endpoint was disease-free survival (DFS).ResultsIn the study of our center, no statistically significant difference was observed between the T1-2N1 PMRT and non-PMRT subgroups for the 5-year OS (94.4% vs 95.4%, p = 0.667) and DFS (90.1% vs. 91.1%, p = 0.798). By the date of the last follow-up, 8.96% (n = 36) of the patients experienced any recurrence. Univariate analysis revealed that PMRT was not a prognostic factor for either OS (p = 0.667) or DFS (p = 0.798) in T1-2N1 patients. We then did a meta-analysis on the current treatment patterns, in which 2606 PMRT and 4281 non-PMRT T1-2N1 breast cancer patients with mastectomy were included. The meta-analysis showed that PMRT didn't improve the OS of the patients (HR = 0.85, p = 0.11), but patients with PMRT had better DFS than those in the non-PMRT group (HR = 0.62, p < 0.001).ConclusionPMRT did not affect the survival of T1-2N1 breast cancer patients who underwent mastectomy, suggesting that radiotherapy may be safely omitted for them.Supplementary InformationThe online version contains supplementary material available at 10.1007/s00432-023-04908-7.",1
"Background & Aims:Cholangiocarcinoma (CCA) is a heterogeneous and lethal malignancy, the molecular origins of which remain poorly understood. MicroRNAs (miRs) target diverse signalling pathways, functioning as potent epigenetic regulators of transcriptional output. We aimed to characterise miRNome dysregulation in CCA, including its impact on transcriptome homeostasis and cell behaviour.Methods:Small RNA sequencing was performed on 119 resected CCAs, 63 surrounding liver (SL) tissues, and 22 normal (N) livers. High-throughput miR mimic screens were performed in 3 primary human cholangiocyte cultures. Integration of patient transcriptomes and miRseq together with miR screening data identified an oncogenic miR for characterization. MiR-mRNA interaction was investigated by luciferase assay. MiR-CRISPR knockout (KO) cells were generated and phenotypically characterized in vitro (proliferation, migration, colony, mitochondrial function, glycolysis) and in vivo by subcutaneous xenografts.Results:In total, 13% (140/1049) of detected miRs were differentially expressed between CCA and SL, including 135 upregulated in tumours. CCA tissues were characterised by higher miRNome heterogeneity and miR biogenesis pathway expression. Unsupervised hierarchical clustering of tumour miRNomes identified three subgroups, including dCCA-enriched and IDH1 mutant-enriched subgroups. High-throughput screening of miR mimics uncovered 71 miRs that consistently increased proliferation of 3 primary cholangiocyte models and were upregulated in CCA tissues regardless of anatomical location, among which only miR-27a-3p had consistently increased expression and activity in several cohorts. FoxO signalling was predominantly downregulated by miR-27a-3p in CCA, partially through targeting of FOXO1. MiR-27a KO increased FOXO1 levels in vitro and in vivo, impeding tumour behaviour and growth.Conclusions:The miRNomes of CCA tissues are highly remodelled, impacting transcriptome homeostasis in part through regulation of transcription factors like FOXO1. MiR-27a-3p arises as oncogenic vulnerability in CCA.","BackgroundCholangiocarcinoma (CCA) is a malignant epithelial tumor characterized by a dismal prognosis. Given the lack of therapeutic strategies and durable treatment options currently available, identifying innovative treatments for CCA is an urgent unmet clinical need. Cucurbitacin C (CuC) is a distinct variant of the cucurbitacin family, displaying promising anti-cancer activity against various tumor types. The primary objective of our research is to elucidate the promising effects of CuC on CCA.MethodsThe impact of CuC on CCA cell lines was assessed by cell count kit-8 assay, EdU staining assay, colony formation assay, wound-healing assay, and Transwell assay. Flow cytometric analysis was conducted to explore the function of CuC treatments on cell-cycle distribution and apoptosis in CCA cells. Computational biology and network pharmacology approaches were utilized to predict potential targets of CuC. Furthermore, a tumor xenograft mouse model was established using CCA cells to explore the anti-cancer effects of CuC in vivo.ResultsOur research findings revealed that CuC exerted a suppressive effect on CCA cell progression. Cell viability assays, EdU staining assays, and colony formation assays demonstrated that CuC effectively suppressed viability and proliferation of CCA cells. Wound-healing assays and Transwell assays indicated that CuC effectively inhibits the migratory and invasive capabilities of CCA cells. Flow cytometry analysis elucidated that CuC played its anti-proliferative role in CCA cells by arresting G0/G1 phase and increasing apoptosis. Through bioinformatics and network pharmacology analysis, in conjunction with western blot analysis, we demonstrated CuC mediated the inhibition of CCA cell progression through modulation of JAK2/STAT3 pathway. Additionally, the CCA xenograft tumor model was established, and the results supported the inhibition of CuC treatment against CCA progression in vivo.ConclusionOur study demonstrates that CuC possesses notable capabilities to suppress cell proliferation, migration, and invasion in CCA. Importantly, the inhibitory effects of CuC on CCA progression are attributed to its modulation of the JAK2/STAT3 signaling pathway. Altogether, our study demonstrated that CuC holds promise as a prospective therapeutic agent for treating CCA.",1
"AbstractBiomaterials often have subtle properties that ultimately drive their bespoke performance. Given this nuanced structure–function behavior, the standard scientific approach of one experiment at a time or design of experiment methods is largely inefficient for the discovery of complex biomaterials. More recently, high-throughput experimentation coupled with machine learning methods has matured beyond expert users allowing scientists and engineers from diverse backgrounds to access these powerful data science tools. As a result, we now have the opportunity to strategically utilize all available data from high-throughput experiments to train efficacious models and map the structure-function behavior of biomaterials for their discovery. Herein, we discuss this necessary shift to data-driven determination of structure–function properties of biomaterials as we highlight how machine learning is leveraged in identifying physicochemical cues for biomaterials in tissue engineering, gene delivery, drug delivery, protein stabilization, and antifouling materials. We also discuss data-mining approaches that are coupled with machine learning to map biomaterial functions that reduce the load on experimental approaches for faster biomaterial discovery. Ultimately, harnessing the prowess of machine learning will lead to accelerated discovery and development of optimal biomaterial designs.","Aim: Cu2O nanoparticles were synthesized using an extract from S. latifolium algae (SLCu2O NPs). Their effect on PANC-1 cells and the expression of two drug resistance-related lncRNAs were evaluated in comparison with Arsenic trioxide.Materials & methods: SLCu2O NPs were characterized using XRD, SEM, and TEM microscopies. The effects of SLCu2O NPs on cell cytotoxicity, cell cycle, and apoptosis, and expression of two drug resistance-related lncRNAs were examined using MTT assay, flow cytometry, and real-time PCR, respectively.Results: SLCu2O NPs demonstrated anti-cancer properties against PANC-1 cells comparable to Arsenic trioxide, and the expression of lncRNAs increased upon treatment with them.Conclusion: SLCu2O NPs demonstrate anti-cancer properties against PANC-1 cells; however, using gene silencing strategies along with SLCu2O NPs is suggested.",0
"PurposeItraconazole is an antifungal drug that has been clinically used for over 30 years. In recent years, scholars have discovered that it possesses an anticancer effect. Moreover, its mechanism has been clarified to some degree. What deserves to be mentioned is that itraconazole acting on the Hedgehog pathway has made a new progress in the treatment of cancers. While interestingly, studies have demonstrated that the Hedgehog pathway is largely activated in different cancer cells.ResultThis review tries to highlight the effect of itraconazole on smoothened receptor (SMO) in the Hedgehog pathway, thereby reducing the glioma-associated oncogene homolog (GLI) release and finally exhibiting a range of anticancer effects, promoting apoptosis of cancer cells, and inhibiting proliferation by indirect inhibition of NF-κB pathway and inflammation, moreover, promoting the expression of cyclin-dependent kinase inhibitors, inhibiting the expression of target genes transcribed by GLI such as BCL-2 and Cyclin-D1. Besides, itraconazole increases the number of Bnip3, subsequently, inducing the dissociation of the Beclin-1/BCL-2 binding complex, as a result of ultimately promoting autophagy of cancer cells.ConclusionAs a new anticancer drug, whether itraconazole eventually entering clinical application requires the joint eforts of all scholars. In any case, an in-depth study on itraconazole will bring new hope for cancer patients in the near future.","With improved systemic treatment and prolonged survival even with metastatic disease, diagnosing, treating, and monitoring brain metastases has become a central topic in the care of patients with melanoma. Patients with brain metastases from melanoma are typically excluded from pivotal clinical trials. When allowed, inclusion and exclusion criteria are rather selective and do not reflect the larger population of melanoma patients with brain metastases who frequently present with neurological symptoms and signs and require steroid medications. Moreover, the lack of consensus on reporting symptomatic brain involvement complicates the interpretation and implications of trial results for the overall population of patients with melanoma and brain metastasis. Here, we review the evidence regarding brain metastasis from melanoma and discuss the challenges of longitudinal neurological clinical assessments, including tools to capture cognition and quality of life. Finally, we propose the adoption of standardized tools to interpret neurological deficits in patients with melanoma and brain metastases and to assess the neurological status in the context of clinical trials.",0
"BackgroundSkin cutaneous melanoma (SKCM) is a highly aggressive disease with a poor prognosis for advanced tumors. Anoikis is a caspase-dependent cell death process triggered by extracellular matrix (ECM) detachment, rectifies detachment-induced metabolic defects that compromise cell survival, recent study revealed the crucial role of anoikis for cancer cells to survive during metastasis. However, limited research focused on the role of anoikis in SKCM.MethodsOur study utilized the 27 anoikis-related genes (ARGs) to divide SKCM patients into two clusters, and obtain differentially expressed genes (DEGs) for each cluster. These DEGs were used in stepwise Cox regression analysis to develop a prediction model for SKCM patients consisting of nine ARGs, called the anoikis-related signature (ARS). Subsequently, we used the risk scores calculated from the ARS to divide SKCM patients into two groups and explored differences in immune microenvironment, immune checkpoint reactivity, and drug sensitivity between the groups.ResultsNine ARGs were identified to stratify SKCM patients into two risk groups, patients in the high-risk group had a poor prognosis and suppressed immune cell infiltration. Moreover, higher expression of immune checkpoint molecules and a greater sensitivity to immunotherapy and chemotherapy drugs were observed in the low-risk group. Finally, all of the ARS hub genes were found to be upregulated in SKCM tissues and cell lines.ConclusionA novel ARGs signature was identified for predicting the prognosis of SKCM. Based on the immune landscape associated with ARS discovered in our study, targeting ARS hub genes may be a promising treatment for SKCM.Supplementary InformationThe online version contains supplementary material available at 10.1007/s00432-023-05468-6.","PurposeDisulfidptosis is a novel type of cell death induced by disulphide stress that depends on the accumulation of cystine disulphide, causing cytotoxicity and triggering cell death. However, the direct prognostic effect and regulatory mechanism of disulfidptosis-related genes in bladder urothelial carcinoma (BLCA) remain unclear.MethodsTo explore the role of 10 disulfidptosis-related genes, the multiomic data of 10 genes were comprehensively analysed. Next, based on seven disulfidptosis-related differentially expressed genes, a novel disulfidptosis-related gene score was developed to help predict the prognosis of BLCA. Immunohistochemistry, EDU, Real-time PCR and western blot were used to verify the model.ResultsSignificant functional differences were found between the high- and low-risk score groups, and samples with a higher risk score were more malignant. Furthermore, the tumour exclusion and Tumour Immune Dysfunction and Exclusion scores of the high-risk score group were higher than those of the low-risk score group. The risk score was positively correlated with the expression of immune checkpoints. Drug sensitivity analyses revealed that the low-risk score group had a higher sensitivity to cisplatin, doxorubicin, docetaxel and gemcitabine than the high-risk score group. Moreover, the expression of the TM4SF1 was positively correlated with the malignancy degree of BLCA, and the proliferation ability of BLCA cells was reduced after knockdown TM4SF1.ConclusionThe present study results suggest that disulfidptosis-related genes influence the prognosis of BLCA through their involvement in immune cell infiltration. Thus, these findings indicate the role of disulfidptosis in BLCA and its potential regulatory mechanisms.Supplementary InformationThe online version contains supplementary material available at 10.1007/s00432-023-05235-7.",1
